Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
440,"19,663",18.63%,4.25%,.12,T,.14,T,21 APR 23,340,32.53,N,32.89,X,29,2,33.42%,24.84%
25,915,18.69%,3.19%,.09,T,.10,D,21 APR 23,342,34.53,E,34.87,C,<empty>,0,34.76%,23.86%
55,"6,362",19.04%,2.22%,.06,T,.07,D,21 APR 23,345,37.48,W,37.89,X,<empty>,13,36.72%,22.52%
Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
3,96,23.65%,22.37%,26.26,Z,26.56,W,28 APR 23,284,1.93,T,1.97,P,42,602,28.89%,32.40%
6,68,23.71%,24.52%,25.39,Z,25.69,W,28 APR 23,285,2.08,N,2.10,T,396,"2,146",28.76%,34.27%
<empty>,74,23.77%,26.78%,24.53,Z,24.83,Z,28 APR 23,286,2.19,B,2.23,T,6,187,28.50%,35.99%
<empty>,166,23.81%,29.14%,23.68,Z,23.98,Z,28 APR 23,287,2.34,D,2.38,T,80,119,28.34%,37.98%
<empty>,168,23.84%,30.37%,23.27,Z,23.55,W,28 APR 23,287.5,2.41,B,2.45,T,3,52,28.23%,38.94%
7,321,23.89%,31.69%,22.91,X,23.09,X,28 APR 23,288,2.49,B,2.53,T,50,"1,482",28.15%,39.98%
<empty>,162,23.82%,34.02%,22.01,Z,22.29,W,28 APR 23,289,2.65,B,2.69,T,21,278,27.96%,42.08%
18,354,23.78%,36.55%,21.18,Z,21.46,Z,28 APR 23,290,2.82,B,2.86,T,389,"1,691",27.78%,44.27%
1,507,23.77%,39.27%,20.37,Z,20.65,Z,28 APR 23,291,3.00,B,3.09,W,33,216,27.69%,46.71%
2,284,23.73%,42.02%,19.57,Z,19.84,Z,28 APR 23,292,3.20,Q,3.23,T,21,686,27.43%,48.94%
<empty>,410,23.70%,43.42%,19.17,Z,19.44,Z,28 APR 23,292.5,3.28,B,3.38,B,2,479,27.40%,50.25%
3,285,23.66%,44.82%,18.77,Z,19.04,Z,28 APR 23,293,3.38,B,3.48,B,20,523,27.30%,51.47%
<empty>,181,23.59%,47.74%,17.99,Z,18.25,Z,28 APR 23,294,3.59,B,3.69,B,169,648,27.11%,54.00%
24,361,23.51%,50.74%,17.22,X,17.47,Z,28 APR 23,295,3.83,E,3.87,T,358,"1,145",26.88%,56.55%
53,229,23.36%,53.73%,16.46,Z,16.67,H,28 APR 23,296,4.05,B,4.15,D,38,294,26.75%,59.34%
6,167,23.25%,56.91%,15.71,Z,15.91,H,28 APR 23,297,4.30,B,4.39,W,49,"1,045",26.56%,62.14%
12,209,23.20%,58.55%,15.34,Z,15.54,H,28 APR 23,297.5,4.43,B,4.53,D,5,829,26.49%,63.60%
15,193,23.24%,60.36%,14.98,Z,15.22,Z,28 APR 23,298,4.56,B,4.66,X,660,"1,498",26.39%,65.05%
15,316,23.03%,63.58%,14.25,Z,14.44,H,28 APR 23,299,4.83,B,4.94,D,91,524,26.21%,68.03%
832,540,22.98%,67.17%,13.55,Z,13.76,N,28 APR 23,300,5.12,X,5.18,T,"6,059","6,558",25.96%,71.01%
12,188,22.78%,70.65%,12.85,Z,13.02,H,28 APR 23,301,5.42,B,5.53,C,68,625,25.85%,74.24%
90,342,22.75%,74.44%,12.18,Z,12.39,W,28 APR 23,302,5.74,I,5.85,B,92,308,25.68%,77.48%
23,172,22.67%,76.28%,11.84,Z,12.05,W,28 APR 23,302.5,5.90,B,5.97,B,10,299,25.51%,79.06%
9,299,22.59%,78.16%,11.51,Z,11.71,X,28 APR 23,303,6.07,B,6.14,T,110,583,25.43%,80.74%
39,311,22.37%,81.94%,10.86,Z,11.01,H,28 APR 23,304,6.42,D,6.54,C,541,244,25.33%,84.18%
325,737,22.26%,85.90%,10.25,X,10.37,X,28 APR 23,305,6.80,Q,6.90,I,"1,260","2,697",25.16%,87.65%
459,836,22.11%,89.92%,9.63,X,9.76,X,28 APR 23,306,7.16,B,7.30,X,378,222,24.98%,91.17%
271,692,21.94%,94.01%,9.03,X,9.15,X,28 APR 23,307,7.57,I,7.70,Z,110,541,24.82%,94.77%
356,503,21.87%,96.09%,8.74,X,8.86,I,28 APR 23,307.5,7.78,X,7.91,Z,14,136,24.74%,96.59%
550,598,21.79%,98.18%,8.45,X,8.57,X,28 APR 23,308,7.97,I,8.13,W,326,591,24.64%,98.41%
239,"1,222",21.70%,97.72%,7.94,T,8.00,N,28 APR 23,309,8.41,X,8.56,X,37,627,24.46%,97.95%
541,"11,407",21.54%,93.70%,7.40,T,7.46,X,28 APR 23,310,8.85,N,9.04,W,61,"1,516",24.30%,94.34%
139,481,21.37%,89.63%,6.87,T,6.94,X,28 APR 23,311,9.33,E,9.52,Z,46,406,24.15%,90.71%
251,"1,398",21.20%,85.54%,6.37,T,6.43,N,28 APR 23,312,9.83,E,10.03,Z,59,540,24.01%,87.07%
166,514,21.13%,83.49%,6.13,T,6.19,X,28 APR 23,312.5,10.09,E,10.29,Z,<empty>,403,23.95%,85.25%
82,959,21.04%,81.44%,5.89,T,5.95,X,28 APR 23,313,10.36,N,10.56,Z,45,292,23.89%,83.44%
103,875,20.88%,77.33%,5.43,T,5.49,C,28 APR 23,314,10.86,Z,11.10,Z,26,770,23.69%,79.75%
342,"1,423",20.71%,73.23%,4.99,T,5.05,C,28 APR 23,315,11.47,N,11.67,Z,280,420,23.63%,76.19%
234,574,20.56%,69.16%,4.58,T,4.63,N,28 APR 23,316,12.06,N,12.28,Z,152,303,23.55%,72.64%
16,226,20.39%,65.12%,4.18,T,4.24,C,28 APR 23,317,12.63,Z,12.90,Z,150,126,23.39%,69.06%
52,330,20.24%,61.15%,3.81,T,3.87,X,28 APR 23,318,13.27,Z,13.55,Z,<empty>,97,23.33%,65.62%
155,106,20.10%,57.26%,3.47,N,3.52,N,28 APR 23,319,13.97,N,14.22,C,4,71,23.33%,62.34%
180,"3,395",19.94%,53.41%,3.14,T,3.19,C,28 APR 23,320,14.67,N,14.91,Z,174,310,23.32%,59.10%
86,261,19.82%,49.71%,2.84,T,2.89,N,28 APR 23,321,15.33,Z,15.63,Z,<empty>,1,23.23%,55.84%
71,636,19.67%,46.08%,2.56,T,2.60,T,28 APR 23,322,16.07,Z,16.38,Z,<empty>,21,23.26%,52.85%
91,195,19.55%,42.60%,2.30,T,2.34,T,28 APR 23,323,16.83,W,17.14,Z,<empty>,0,23.29%,49.97%
98,"6,887",19.43%,39.25%,2.06,D,2.10,T,28 APR 23,324,17.65,Q,17.93,Z,<empty>,0,23.43%,47.37%
237,"1,105",19.31%,36.06%,1.84,X,1.88,T,28 APR 23,325,18.45,Q,18.74,Z,8,29,23.52%,44.80%
75,503,19.21%,33.03%,1.64,D,1.68,T,28 APR 23,326,19.27,N,19.57,Z,<empty>,11,23.64%,42.39%
269,299,19.03%,27.48%,1.30,D,1.33,T,28 APR 23,328,20.95,Z,21.30,Z,<empty>,2,23.96%,38.04%
"4,920","6,187",18.90%,22.65%,1.02,I,1.05,T,28 APR 23,330,22.77,N,23.10,Z,49,94,24.59%,34.66%
27,230,18.80%,18.50%,.79,T,.83,T,28 APR 23,332,24.60,W,24.97,Z,2,0,25.28%,31.78%
52,128,18.73%,14.97%,.62,T,.64,C,28 APR 23,334,26.52,W,26.89,Z,<empty>,0,26.23%,29.67%
253,783,18.71%,13.44%,.54,N,.57,C,28 APR 23,335,27.51,W,27.88,Z,2,2,26.83%,28.93%
83,156,18.66%,11.98%,.47,W,.50,T,28 APR 23,336,28.50,W,28.87,Z,<empty>,0,27.43%,28.22%
18,189,18.65%,9.57%,.36,N,.39,B,28 APR 23,338,30.49,W,30.87,Z,<empty>,0,28.68%,27.03%
48,"1,045",18.60%,7.53%,.27,T,.30,P,28 APR 23,340,32.49,W,32.87,Z,10,1,29.94%,26.00%
45,419,18.72%,6.07%,.21,T,.24,D,28 APR 23,342,34.49,W,34.87,Z,<empty>,0,31.18%,25.05%
158,362,18.65%,4.10%,.13,T,.16,N,28 APR 23,345,37.49,W,37.87,Z,<empty>,0,33.00%,23.77%
51,503,19.00%,2.33%,.06,I,.10,I,28 APR 23,350,42.53,N,42.85,N,<empty>,0,36.03%,22.04%
Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
1,52,25.27%,15.45%,35.16,Z,35.48,W,5 MAY 23,275,1.63,W,1.67,T,96,599,31.09%,25.22%
1,1,25.58%,23.58%,30.72,Z,31.02,W,5 MAY 23,280,2.16,W,2.19,T,121,"8,786",30.16%,31.91%
1,1,25.58%,27.19%,28.98,Z,29.28,Z,5 MAY 23,282,2.40,B,2.44,T,16,15,29.76%,34.93%
<empty>,6,25.54%,31.06%,27.27,Z,27.57,Z,5 MAY 23,284,2.68,B,2.72,T,618,27,29.41%,38.26%
<empty>,3,25.50%,33.08%,26.43,Z,26.72,W,5 MAY 23,285,2.83,W,2.87,T,167,"10,064",29.23%,40.01%
1,0,25.49%,35.23%,25.60,Z,25.89,Z,5 MAY 23,286,2.99,B,3.08,B,21,8,29.15%,42.01%
<empty>,1,25.35%,39.56%,23.95,Z,24.23,W,5 MAY 23,288,3.33,B,3.42,B,116,30,28.79%,45.83%
11,0,25.28%,41.86%,23.14,Z,23.42,Z,5 MAY 23,289,3.51,B,3.60,X,5,80,28.60%,47.82%
1,24,25.24%,44.27%,22.35,Z,22.62,Z,5 MAY 23,290,3.70,C,3.79,X,437,"4,366",28.42%,49.90%
<empty>,2,25.15%,46.69%,21.56,Z,21.82,Z,5 MAY 23,291,3.90,B,4.00,D,9,28,28.25%,52.06%
1,0,25.04%,49.14%,20.77,Z,21.03,W,5 MAY 23,292,4.11,B,4.21,B,19,36,28.07%,54.27%
7,70,24.96%,51.73%,20.00,Z,20.26,Z,5 MAY 23,293,4.33,B,4.43,B,103,18,27.89%,56.55%
<empty>,0,24.87%,54.39%,19.25,Z,19.49,W,5 MAY 23,294,4.56,B,4.66,B,10,105,27.71%,58.90%
28,15,24.65%,56.90%,18.49,Z,18.67,H,5 MAY 23,295,4.81,B,4.90,B,144,147,27.55%,61.34%
152,0,24.60%,59.78%,17.74,Z,17.97,X,5 MAY 23,296,5.06,B,5.16,T,4,7,27.38%,63.83%
44,18,24.50%,62.66%,17.01,Z,17.25,Z,5 MAY 23,297,5.32,B,5.43,B,15,49,27.21%,66.39%
1,2,24.45%,64.11%,16.65,Z,16.89,Z,5 MAY 23,297.5,5.46,B,5.57,B,4,24,27.13%,67.71%
71,1,24.40%,65.60%,16.30,W,16.53,Z,5 MAY 23,298,5.60,B,5.70,X,95,18,27.03%,69.01%
163,3,24.25%,68.56%,15.59,Z,15.81,W,5 MAY 23,299,5.89,B,6.00,B,15,29,26.87%,71.72%
12,40,24.01%,71.48%,14.89,Z,15.04,H,5 MAY 23,300,6.19,B,6.29,B,240,163,26.68%,74.45%
13,6,23.99%,74.74%,14.21,Z,14.43,W,5 MAY 23,301,6.50,B,6.62,C,1,8,26.52%,77.29%
129,0,23.83%,77.92%,13.54,Z,13.75,W,5 MAY 23,302,6.83,B,6.94,X,2,24,26.34%,80.16%
24,1,23.75%,79.53%,13.21,Z,13.41,X,5 MAY 23,302.5,6.97,X,7.11,X,20,58,26.22%,81.59%
33,4,23.67%,81.17%,12.88,Z,13.08,X,5 MAY 23,303,7.14,C,7.29,C,107,13,26.14%,83.08%
69,18,23.53%,84.51%,12.24,Z,12.44,W,5 MAY 23,304,7.52,B,7.59,B,32,55,25.93%,86.05%
274,9,23.29%,87.85%,11.61,W,11.74,D,5 MAY 23,305,7.89,X,8.02,B,173,221,25.84%,89.15%
127,18,23.18%,91.34%,11.00,X,11.15,X,5 MAY 23,306,8.28,X,8.41,X,576,67,25.68%,92.26%
355,21,23.02%,94.86%,10.40,X,10.55,X,5 MAY 23,307,8.68,X,8.82,W,105,93,25.52%,95.42%
127,74,22.97%,96.65%,10.15,B,10.23,D,5 MAY 23,307.5,8.89,X,9.02,Z,166,222,25.43%,97.01%
114,64,22.87%,98.44%,9.86,B,9.93,T,5 MAY 23,308,9.10,X,9.24,W,128,442,25.36%,98.61%
129,47,22.73%,98.03%,9.30,B,9.37,T,5 MAY 23,309,9.53,X,9.68,W,70,317,25.20%,98.21%
713,195,22.56%,94.56%,8.75,B,8.81,T,5 MAY 23,310,9.99,X,10.13,W,99,560,25.05%,95.04%
353,79,22.41%,91.06%,8.22,T,8.28,T,5 MAY 23,311,10.42,E,10.60,W,7,479,24.85%,91.84%
132,26,22.24%,87.52%,7.70,B,7.76,T,5 MAY 23,312,10.91,C,11.09,Z,32,194,24.70%,88.64%
121,33,22.16%,85.76%,7.45,T,7.51,T,5 MAY 23,312.5,11.14,X,11.35,Z,122,252,24.62%,87.03%
74,97,22.07%,83.98%,7.20,B,7.26,T,5 MAY 23,313,11.42,N,11.60,Z,10,439,24.57%,85.43%
62,27,21.91%,80.42%,6.72,B,6.78,T,5 MAY 23,314,11.94,E,12.13,Z,<empty>,57,24.43%,82.22%
6,78,21.75%,76.87%,6.26,B,6.32,T,5 MAY 23,315,12.50,N,12.67,Z,125,101,24.31%,79.03%
15,19,21.58%,73.31%,5.82,T,5.87,T,5 MAY 23,316,13.01,Z,13.25,Z,1,57,24.13%,75.80%
2,10,21.43%,69.78%,5.40,T,5.45,T,5 MAY 23,317,13.60,Z,13.84,Z,<empty>,44,24.02%,72.65%
19,3,21.35%,68.02%,5.19,B,5.25,T,5 MAY 23,317.5,13.88,Z,14.14,Z,<empty>,63,23.94%,71.05%
374,14,21.27%,66.27%,4.99,B,5.05,T,5 MAY 23,318,14.19,N,14.45,Z,<empty>,46,23.90%,69.50%
32,36,21.11%,62.79%,4.61,T,4.66,T,5 MAY 23,319,14.81,Z,15.08,Z,<empty>,10,23.79%,66.41%
40,77,20.97%,59.37%,4.25,T,4.30,T,5 MAY 23,320,15.46,W,15.73,Z,<empty>,30,23.71%,63.39%
7,89,20.81%,55.97%,3.90,B,3.95,T,5 MAY 23,321,16.12,Z,16.41,Z,1,0,23.64%,60.43%
187,110,20.69%,52.71%,3.58,B,3.64,T,5 MAY 23,322,16.81,Z,17.11,Z,<empty>,1,23.59%,57.56%
10,69,20.62%,51.08%,3.43,T,3.48,T,5 MAY 23,322.5,17.17,W,17.46,Z,<empty>,4,23.58%,56.15%
6,32,20.55%,49.48%,3.28,T,3.33,T,5 MAY 23,323,17.58,Q,17.83,Z,<empty>,0,23.65%,54.91%
51,52,20.42%,46.34%,3.00,T,3.04,T,5 MAY 23,324,18.31,Q,18.56,Z,<empty>,0,23.62%,52.20%
69,253,20.30%,43.30%,2.73,P,2.78,T,5 MAY 23,325,19.07,Z,19.33,Z,2,1,23.65%,49.67%
19,94,20.19%,40.39%,2.49,T,2.53,T,5 MAY 23,326,19.84,N,20.10,Z,1,1,23.65%,47.17%
8,71,20.02%,36.18%,2.15,T,2.19,C,5 MAY 23,327.5,20.99,W,21.31,Z,<empty>,5,23.66%,43.57%
8,75,19.99%,34.87%,2.05,T,2.09,T,5 MAY 23,328,21.44,N,21.73,Z,<empty>,0,23.79%,42.63%
666,721,19.78%,29.79%,1.67,D,1.71,T,5 MAY 23,330,23.15,Q,23.43,Z,7,10,24.08%,38.73%
62,28,19.63%,25.27%,1.36,T,1.39,C,5 MAY 23,332,24.84,Z,25.20,Z,<empty>,0,24.34%,35.09%
66,18,19.49%,21.25%,1.09,W,1.13,C,5 MAY 23,334,26.68,X,27.03,W,<empty>,0,24.90%,32.32%
795,993,19.42%,19.42%,.98,T,1.01,C,5 MAY 23,335,27.60,Z,27.98,X,<empty>,9,25.23%,31.13%
6,55,19.39%,17.77%,.88,P,.91,C,5 MAY 23,336,28.56,Z,28.92,Z,<empty>,0,25.60%,30.08%
20,43,19.29%,14.72%,.70,P,.73,C,5 MAY 23,338,30.50,W,30.87,Z,<empty>,0,26.52%,28.44%
190,302,19.22%,12.13%,.56,P,.58,C,5 MAY 23,340,32.49,W,32.87,Z,<empty>,0,27.65%,27.32%
Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
<empty>,482,26.54%,31.20%,33.02,Z,33.33,Z,19 MAY 23,279,2.97,W,3.04,T,72,"1,053",29.77%,37.15%
6,"4,788",26.47%,32.84%,32.18,N,32.47,W,19 MAY 23,280,3.11,W,3.16,N,"1,157","26,484",29.56%,38.52%
<empty>,432,26.39%,34.48%,31.32,Z,31.63,Z,19 MAY 23,281,3.26,W,3.33,B,88,"3,097",29.44%,40.09%
12,436,26.31%,36.19%,30.49,Z,30.78,Z,19 MAY 23,282,3.41,W,3.48,B,89,"5,352",29.26%,41.60%
8,417,26.24%,37.98%,29.66,Z,29.95,Z,19 MAY 23,283,3.55,X,3.65,B,122,"1,003",29.08%,43.16%
2,640,26.16%,39.80%,28.84,Z,29.12,W,19 MAY 23,284,3.74,B,3.78,W,136,"1,102",28.89%,44.75%
67,"1,035",25.95%,41.43%,28.02,X,28.23,X,19 MAY 23,285,3.91,B,3.96,Q,"3,906","23,375",28.73%,46.44%
1,552,26.00%,43.61%,27.22,Z,27.49,W,19 MAY 23,286,4.09,B,4.18,C,146,"1,500",28.62%,48.26%
25,466,25.86%,45.50%,26.40,C,26.68,Z,19 MAY 23,287,4.28,B,4.36,W,318,"1,508",28.44%,50.02%
<empty>,963,25.77%,47.53%,25.61,C,25.88,Z,19 MAY 23,288,4.48,B,4.53,C,369,"2,212",28.24%,51.79%
1,987,25.56%,49.40%,24.82,C,25.02,X,19 MAY 23,289,4.68,B,4.77,W,57,"1,411",28.12%,53.74%
7,"4,674",25.56%,51.71%,24.04,C,24.31,Z,19 MAY 23,290,4.87,W,4.95,X,"8,850","35,696",27.88%,55.55%
9,945,25.33%,53.67%,23.27,C,23.45,I,19 MAY 23,291,5.09,C,5.17,Z,107,"1,746",27.71%,57.53%
4,508,25.35%,56.12%,22.52,Z,22.77,X,19 MAY 23,292,5.32,I,5.39,H,322,"3,077",27.53%,59.54%
59,"1,196",25.10%,58.18%,21.76,Z,21.92,T,19 MAY 23,293,5.56,I,5.63,I,173,"1,121",27.37%,61.63%
266,"1,015",25.01%,60.56%,21.02,Z,21.19,T,19 MAY 23,294,5.81,X,5.88,I,330,"4,123",27.21%,63.78%
356,"12,300",24.86%,62.91%,20.28,Z,20.44,T,19 MAY 23,295,6.09,B,6.13,H,"1,726","12,342",27.07%,65.99%
350,"4,158",24.73%,65.34%,19.55,Z,19.71,T,19 MAY 23,296,6.36,B,6.41,X,47,"1,512",26.92%,68.25%
190,"1,560",24.59%,67.81%,18.83,Z,18.98,T,19 MAY 23,297,6.60,W,6.68,I,142,"2,531",26.70%,70.47%
113,"2,484",24.45%,70.35%,18.12,C,18.27,T,19 MAY 23,298,6.90,I,6.97,I,51,"1,160",26.56%,72.83%
258,965,24.30%,72.93%,17.42,C,17.56,T,19 MAY 23,299,7.22,B,7.27,I,220,"1,944",26.42%,75.24%
485,"23,306",24.16%,75.59%,16.74,Z,16.87,T,19 MAY 23,300,7.51,B,7.58,I,"3,743","19,694",26.23%,77.65%
288,"1,539",24.02%,78.29%,16.06,W,16.19,T,19 MAY 23,301,7.86,B,7.91,X,193,"1,612",26.11%,80.17%
295,"1,251",23.87%,81.05%,15.40,I,15.52,T,19 MAY 23,302,8.19,B,8.24,I,58,"1,001",25.94%,82.70%
207,669,23.72%,83.86%,14.75,T,14.86,T,19 MAY 23,303,8.54,B,8.59,X,348,"6,759",25.79%,85.28%
429,"1,628",23.57%,86.72%,14.10,X,14.22,T,19 MAY 23,304,8.90,N,8.95,X,107,"1,195",25.63%,87.90%
608,"3,880",23.45%,89.65%,13.50,X,13.59,T,19 MAY 23,305,9.24,I,9.30,P,"1,731","4,983",25.42%,90.54%
198,"3,387",23.32%,92.62%,12.90,X,12.97,T,19 MAY 23,306,9.67,T,9.71,X,"1,405","1,333",25.34%,93.28%
556,"2,536",23.14%,95.62%,12.30,H,12.34,Z,19 MAY 23,307,10.07,T,10.11,X,334,"3,265",25.19%,96.02%
305,"2,787",23.00%,98.67%,11.71,N,11.76,X,19 MAY 23,308,10.48,N,10.52,I,498,"3,679",25.03%,98.79%
149,"2,283",22.86%,98.34%,11.14,H,11.19,X,19 MAY 23,309,10.89,X,10.95,I,736,"3,373",24.86%,98.45%
"2,818","21,185",22.73%,95.41%,10.60,Q,10.63,Q,19 MAY 23,310,11.31,I,11.39,H,"1,484","12,655",24.68%,95.72%
163,"3,556",22.57%,92.44%,10.04,B,10.09,Q,19 MAY 23,311,11.80,H,11.85,H,85,893,24.57%,92.98%
334,"3,337",22.41%,89.46%,9.51,B,9.55,Q,19 MAY 23,312,12.24,Q,12.33,H,115,"1,176",24.40%,90.22%
197,"2,612",22.21%,86.44%,8.96,W,9.03,Q,19 MAY 23,313,12.70,X,12.83,I,495,"1,545",24.24%,87.44%
232,"5,665",22.09%,83.45%,8.49,B,8.53,Q,19 MAY 23,314,13.21,Z,13.34,I,86,"1,175",24.12%,84.67%
"1,105","37,608",21.90%,80.40%,7.97,C,8.04,Q,19 MAY 23,315,13.72,T,13.85,H,124,"1,030",23.96%,81.87%
344,"2,656",21.76%,77.38%,7.51,B,7.57,Q,19 MAY 23,316,14.26,T,14.39,H,58,907,23.83%,79.10%
103,"2,497",21.60%,74.35%,7.05,B,7.12,Q,19 MAY 23,317,14.82,T,14.96,I,3,"1,030",23.73%,76.35%
248,"2,775",21.46%,71.34%,6.61,C,6.69,X,19 MAY 23,318,15.39,T,15.55,H,15,"1,198",23.62%,73.61%
192,"1,541",21.31%,68.33%,6.19,C,6.27,X,19 MAY 23,319,15.95,Z,16.21,Z,<empty>,491,23.55%,70.93%
"1,505","21,590",21.17%,65.36%,5.79,W,5.87,B,19 MAY 23,320,16.56,Z,16.83,Z,60,"1,791",23.46%,68.25%
467,863,21.06%,62.45%,5.44,B,5.48,X,19 MAY 23,321,17.19,W,17.46,Z,10,755,23.37%,65.59%
585,"1,187",20.92%,59.53%,5.07,B,5.11,X,19 MAY 23,322,17.83,X,18.12,C,3,"1,024",23.28%,62.98%
55,"4,391",20.79%,56.65%,4.72,B,4.76,X,19 MAY 23,323,18.50,Z,18.79,C,7,998,23.22%,60.43%
291,"1,444",20.62%,53.74%,4.36,Q,4.42,Q,19 MAY 23,324,19.24,Z,19.48,C,8,360,23.22%,58.02%
503,"23,636",20.48%,50.94%,4.04,B,4.10,Z,19 MAY 23,325,19.89,N,20.18,Z,41,365,23.10%,55.46%
214,"1,391",20.36%,48.21%,3.74,Z,3.80,Q,19 MAY 23,326,20.65,Z,20.91,Z,<empty>,120,23.11%,53.17%
136,724,20.25%,45.56%,3.46,Q,3.52,Q,19 MAY 23,327,21.35,W,21.65,Z,<empty>,395,23.03%,50.77%
110,"1,509",20.16%,43.04%,3.22,B,3.25,P,19 MAY 23,328,22.16,N,22.42,Z,<empty>,608,23.10%,48.68%
91,"4,184",20.03%,40.47%,2.95,N,3.00,W,19 MAY 23,329,22.94,Q,23.21,Z,1,635,23.12%,46.58%
"3,342","18,397",19.93%,38.04%,2.72,Q,2.76,Q,19 MAY 23,330,23.73,Z,24.00,Z,43,608,23.13%,44.50%
319,643,19.84%,35.72%,2.51,Z,2.54,Q,19 MAY 23,331,24.53,N,24.83,Z,<empty>,441,23.18%,42.56%
71,832,19.75%,33.46%,2.30,Q,2.34,B,19 MAY 23,332,25.33,Z,25.66,Z,<empty>,409,23.19%,40.62%
320,"9,133",19.67%,31.31%,2.11,B,2.15,B,19 MAY 23,333,26.21,N,26.51,Z,<empty>,419,23.33%,38.99%
140,"1,059",19.56%,29.19%,1.92,X,1.97,B,19 MAY 23,334,27.07,X,27.38,Z,<empty>,378,23.45%,37.37%
469,"28,437",19.49%,27.21%,1.76,X,1.80,B,19 MAY 23,335,27.95,N,28.27,Z,<empty>,585,23.61%,35.89%
89,"1,718",19.40%,25.30%,1.61,B,1.64,Q,19 MAY 23,336,28.80,Z,29.17,Z,8,348,23.71%,34.35%
141,633,19.32%,23.47%,1.46,X,1.50,B,19 MAY 23,337,29.72,Z,30.09,X,<empty>,1,23.94%,33.14%
51,361,19.26%,21.79%,1.33,X,1.37,B,19 MAY 23,338,30.64,W,31.00,Z,<empty>,24,24.14%,31.92%
Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
1,"19,380",28.63%,31.93%,43.46,Z,43.79,W,16 JUN 23,270,3.44,B,3.52,I,"2,916","68,079",30.69%,35.58%
67,"34,443",28.12%,38.13%,39.22,Z,39.53,W,16 JUN 23,275,4.13,C,4.17,Q,"1,612","57,612",29.86%,41.22%
25,123,27.69%,42.00%,36.73,Z,36.96,T,16 JUN 23,278,4.59,I,4.65,Q,482,485,29.39%,45.01%
102,"25,886",27.53%,44.99%,35.15,T,35.32,T,16 JUN 23,280,4.94,I,5.00,Q,504,"82,349",29.11%,47.73%
19,910,27.30%,47.97%,33.54,T,33.70,T,16 JUN 23,282,5.31,C,5.37,Q,14,327,28.82%,50.56%
7,322,27.01%,51.01%,31.91,Z,32.11,B,16 JUN 23,284,5.71,X,5.77,Q,254,887,28.54%,53.55%
76,"21,005",26.88%,52.60%,31.12,Z,31.32,T,16 JUN 23,285,5.92,B,5.98,Q,488,"31,302",28.41%,55.08%
34,716,26.81%,54.34%,30.39,T,30.54,X,16 JUN 23,286,6.15,Q,6.19,Q,235,"2,863",28.28%,56.67%
12,533,26.69%,56.00%,29.62,T,29.76,X,16 JUN 23,287,6.35,B,6.41,Q,116,"2,070",28.11%,58.22%
37,523,26.50%,57.61%,28.80,Z,28.99,T,16 JUN 23,288,6.60,Q,6.64,Q,74,"3,481",27.99%,59.89%
64,805,26.44%,59.45%,28.10,T,28.23,T,16 JUN 23,289,6.84,Q,6.88,Z,18,"1,161",27.86%,61.56%
83,"55,320",26.25%,61.14%,27.29,Z,27.48,T,16 JUN 23,290,7.08,Q,7.12,Q,"1,893","95,900",27.71%,63.24%
17,"1,552",26.18%,63.03%,26.60,T,26.73,T,16 JUN 23,291,7.33,Q,7.43,C,238,"1,018",27.63%,65.05%
26,905,26.03%,64.85%,25.86,T,25.98,T,16 JUN 23,292,7.58,Z,7.69,D,260,"1,201",27.48%,66.79%
72,"1,047",25.90%,66.73%,25.13,T,25.25,T,16 JUN 23,293,7.84,B,7.94,D,100,"2,919",27.32%,68.55%
134,"2,019",25.77%,68.64%,24.41,T,24.52,T,16 JUN 23,294,8.11,Q,8.17,Z,56,"2,190",27.13%,70.31%
67,"42,282",25.63%,70.57%,23.69,T,23.80,T,16 JUN 23,295,8.39,Z,8.43,Q,100,"32,731",26.97%,72.14%
44,"2,145",25.45%,72.50%,22.93,Z,23.10,T,16 JUN 23,296,8.67,Q,8.72,Q,377,"3,656",26.81%,74.02%
106,"3,103",25.30%,74.51%,22.23,Z,22.39,T,16 JUN 23,297,8.95,Z,9.01,Q,19,"1,281",26.65%,75.91%
63,"6,741",25.21%,76.60%,21.59,T,21.69,T,16 JUN 23,298,9.27,Q,9.32,Q,5,"2,788",26.52%,77.88%
134,"4,943",25.07%,78.69%,20.91,T,21.00,T,16 JUN 23,299,9.58,Q,9.63,Q,43,"1,314",26.37%,79.85%
398,"100,708",24.92%,80.80%,20.23,T,20.32,T,16 JUN 23,300,9.91,Q,9.97,B,"2,673","91,290",26.24%,81.88%
