Stock quote and option quote for SPY on 3/28/23 22:19:09

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
395.60,P,-.89,397.60, ,397.76, ,"3,000 x 5,000","62,871,680",395.77,396.49,393.69

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,1.52%,72.72,1.506,Q,3/17/23,461.195,348.11,"856,432,000",1

28 MAR 23  (-1)  100

29 MAR 23  (0)  100 (Weeklys)

30 MAR 23  (1)  100

31 MAR 23  (2)  100 (Quarterlys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,"1,586","2,737",14.72%,33.81%,1.19,I,1.21,N,14 APR 23,410,14.29,X,14.80,Q,18,526,20.61%,48.88%,,
,,147,"2,164",14.63%,29.79%,1.01,I,1.03,Q,14 APR 23,411,15.13,X,15.67,Q,10,535,20.94%,46.18%,,
,,295,"2,023",14.56%,26.14%,.86,N,.87,N,14 APR 23,412,16.00,X,16.56,Q,3,118,21.33%,43.76%,,
,,558,"3,568",14.47%,22.71%,.72,Q,.73,N,14 APR 23,413,16.89,X,17.47,Q,8,125,21.76%,41.59%,,
,,266,"1,914",14.39%,19.62%,.60,I,.61,N,14 APR 23,414,17.81,X,18.41,Q,6,204,22.29%,39.76%,,
,,"2,402","2,559",14.34%,16.91%,.50,I,.51,N,14 APR 23,415,18.75,X,19.38,Q,8,118,22.89%,38.24%,,
,,172,"1,124",14.34%,14.59%,.42,Q,.43,N,14 APR 23,416,19.72,X,20.35,Q,<empty>,16,23.54%,36.91%,,
,,791,"2,098",14.32%,12.52%,.35,Q,.36,N,14 APR 23,417,20.71,X,21.36,Q,1,10,24.32%,35.93%,,
,,114,"1,103",14.31%,10.68%,.29,I,.30,Q,14 APR 23,418,21.71,X,22.36,Q,<empty>,0,25.08%,35.00%,,
,,172,"1,536",14.31%,9.08%,.24,I,.25,Q,14 APR 23,419,22.71,X,23.36,Q,<empty>,0,25.84%,34.13%,,
,,"3,322","4,799",14.34%,7.76%,.20,I,.21,Q,14 APR 23,420,23.71,X,24.36,Q,<empty>,12,26.59%,33.31%,,

21 APR 23  (23)  100
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,"1,163",16.61%,12.50%,25.53,X,26.00,X,21 APR 23,373,1.57,N,1.58,Q,623,"30,032",23.55%,28.47%,,
,,2,"1,631",16.96%,15.02%,24.65,X,25.11,X,21 APR 23,374,1.68,Z,1.69,P,839,"42,819",23.38%,30.18%,,
,,29,"9,332",17.26%,17.62%,23.78,X,24.23,X,21 APR 23,375,1.80,Z,1.81,Q,"49,684","74,226",23.23%,32.00%,,
,,4,"2,883",17.47%,20.22%,22.92,X,23.35,X,21 APR 23,376,1.92,I,1.94,I,"1,013","68,383",23.06%,33.89%,,
,,<empty>,"2,256",17.64%,22.91%,22.06,X,22.49,X,21 APR 23,377,2.06,Q,2.07,Z,873,"34,144",22.91%,35.89%,,
,,"1,032","3,422",17.76%,25.62%,21.21,X,21.63,X,21 APR 23,378,2.20,I,2.22,P,694,"64,044",22.76%,38.00%,,
,,1,"1,863",17.88%,28.49%,20.38,X,20.78,X,21 APR 23,379,2.36,Z,2.37,P,"23,679","66,617",22.61%,40.21%,,
,,111,"10,638",18.12%,31.86%,19.63,X,19.94,X,21 APR 23,380,2.52,P,2.54,N,"25,222","131,159",22.46%,42.53%,,
,,9,"4,892",18.11%,34.71%,18.80,X,19.10,X,21 APR 23,381,2.69,I,2.71,N,"2,278","37,062",22.29%,44.90%,,
,,38,"3,868",18.12%,37.77%,17.98,X,18.29,X,21 APR 23,382,2.88,T,2.89,N,"4,265","37,223",22.14%,47.42%,,
,,34,"2,683",18.01%,40.63%,17.15,X,17.45,X,21 APR 23,383,3.07,I,3.09,P,"1,437","55,043",21.99%,50.03%,,
,,27,"6,040",18.02%,43.99%,16.35,X,16.68,X,21 APR 23,384,3.28,T,3.30,N,889,"15,683",21.84%,52.77%,,
,,105,"45,812",18.06%,47.56%,15.62,X,15.89,X,21 APR 23,385,3.50,Z,3.51,N,"80,373","125,407",21.68%,55.57%,,
,,55,"19,814",17.99%,51.00%,14.85,X,15.11,X,21 APR 23,386,3.73,T,3.74,N,"2,151","30,249",21.52%,58.50%,,
,,80,"16,459",17.88%,54.46%,14.06,X,14.35,X,21 APR 23,387,3.97,T,3.99,N,"1,157","27,031",21.36%,61.54%,,
,,175,"19,911",17.83%,58.25%,13.34,X,13.60,X,21 APR 23,388,4.22,P,4.24,N,"1,514","31,858",21.18%,64.65%,,
,,348,"10,531",17.67%,61.93%,12.58,X,12.85,X,21 APR 23,389,4.49,T,4.51,N,"1,311","20,009",21.02%,67.90%,,
,,"2,257","26,077",17.61%,65.96%,11.88,X,12.14,X,21 APR 23,390,4.78,T,4.80,N,"14,671","102,119",20.87%,71.28%,,
,,"2,077","7,417",17.50%,70.02%,11.29,T,11.32,T,21 APR 23,391,5.07,P,5.10,N,"1,494","25,181",20.69%,74.72%,,
,,"3,558","9,084",17.37%,74.21%,10.60,T,10.63,T,21 APR 23,392,5.39,T,5.41,N,"3,952","21,711",20.52%,78.28%,,
,,"3,149","8,314",17.25%,78.54%,9.93,T,9.96,T,21 APR 23,393,5.72,Q,5.75,Z,"1,315","21,828",20.36%,81.95%,,
,,"3,958","9,258",17.12%,83.00%,9.28,N,9.31,P,21 APR 23,394,6.07,P,6.10,N,"3,051","25,286",20.19%,85.71%,,
,,"9,706","23,262",16.98%,87.57%,8.65,N,8.67,N,21 APR 23,395,6.45,T,6.47,N,"8,776","52,174",20.04%,89.58%,,
,,"3,737","11,069",16.85%,92.26%,8.04,N,8.06,Z,21 APR 23,396,6.84,N,6.86,N,"3,704","17,314",19.88%,93.52%,,
,,"3,890","13,976",16.70%,97.07%,7.44,P,7.47,N,21 APR 23,397,7.25,T,7.28,N,"1,278","10,327",19.74%,97.55%,,
,,"4,258","17,653",16.56%,98.16%,6.87,Q,6.90,N,21 APR 23,398,7.69,Z,7.71,N,"2,689","35,589",19.60%,98.42%,,
,,"3,763","13,931",16.42%,93.52%,6.33,N,6.35,Z,21 APR 23,399,8.15,Z,8.17,N,714,"21,525",19.46%,94.45%,,
,,"26,411","53,330",16.26%,88.81%,5.80,P,5.83,Z,21 APR 23,400,8.63,T,8.66,N,"18,083","70,983",19.34%,90.46%,,
,,"2,254","16,456",16.10%,84.05%,5.30,P,5.32,T,21 APR 23,401,9.14,Z,9.17,N,"1,358","12,711",19.23%,86.45%,,
,,"2,176","12,383",15.97%,79.30%,4.83,N,4.85,Z,21 APR 23,402,9.68,Z,9.70,N,"1,219","10,523",19.13%,82.45%,,
,,675,"10,234",15.81%,74.50%,4.37,Q,4.40,N,21 APR 23,403,10.15,X,10.36,X,216,"7,438",19.06%,78.48%,,
,,648,"9,821",15.66%,69.74%,3.95,Z,3.97,Q,21 APR 23,404,10.73,X,11.01,X,135,"7,604",19.05%,74.63%,,
,,"7,447","47,888",15.51%,65.00%,3.55,I,3.57,Z,21 APR 23,405,11.30,T,11.64,X,180,"28,503",18.96%,70.73%,,
,,"1,178","10,422",15.34%,60.28%,3.17,I,3.19,N,21 APR 23,406,11.94,T,12.19,X,40,"5,614",18.80%,66.75%,,
,,"1,911","9,687",15.19%,55.66%,2.82,I,2.84,N,21 APR 23,407,12.60,T,12.98,X,19,"3,060",18.93%,63.32%,,
,,"1,254","8,306",15.05%,51.18%,2.50,I,2.52,Z,21 APR 23,408,13.29,T,13.69,X,45,"3,855",18.94%,59.81%,,
,,"1,184","9,645",14.91%,46.82%,2.21,P,2.22,N,21 APR 23,409,14.01,T,14.43,X,27,"2,136",18.99%,56.46%,,
,,"5,152","41,218",14.77%,42.62%,1.94,P,1.95,N,21 APR 23,410,14.76,X,15.22,X,167,"13,954",19.11%,53.37%,,
,,573,"5,703",14.64%,38.60%,1.69,I,1.71,Q,21 APR 23,411,15.54,X,16.02,Q,8,"1,297",19.24%,50.44%,,
,,480,"7,196",14.52%,34.78%,1.47,I,1.49,P,21 APR 23,412,16.34,X,16.85,Q,21,"25,286",19.41%,47.71%,,
,,"1,151","8,972",14.42%,31.23%,1.28,P,1.29,N,21 APR 23,413,17.18,X,17.71,Q,17,"2,226",19.65%,45.28%,,
,,652,"8,298",14.34%,27.94%,1.11,Z,1.12,P,21 APR 23,414,18.04,X,18.59,Q,3,"3,842",19.93%,43.06%,,
,,"1,651","34,741",14.27%,24.91%,.96,N,.97,Z,21 APR 23,415,18.92,Q,19.50,Q,79,"17,630",20.26%,41.08%,,
,,259,"6,963",14.17%,22.00%,.82,I,.83,N,21 APR 23,416,19.84,Q,20.44,Q,4,"2,655",20.69%,39.44%,,
,,529,"6,294",14.15%,19.55%,.71,Q,.72,Z,21 APR 23,417,20.77,Q,21.38,Q,6,"1,827",21.12%,37.90%,,
,,268,"6,580",14.11%,17.25%,.61,Q,.62,I,21 APR 23,418,21.72,Q,22.36,Q,3,553,21.64%,36.67%,,
,,306,"5,836",14.06%,15.12%,.52,I,.53,Q,21 APR 23,419,22.71,Q,23.36,Q,5,316,22.26%,35.73%,,
,,"4,300","50,375",14.07%,13.37%,.45,T,.46,I,21 APR 23,420,23.71,Q,24.36,Q,"4,180","1,455",22.90%,34.89%,,
,,"1,029","18,559",14.07%,10.26%,.33,N,.34,I,21 APR 23,422,25.71,Q,26.36,Q,5,1,24.16%,33.33%,,
,,388,"19,955",14.08%,7.80%,.24,Z,.25,I,21 APR 23,424,27.71,Q,28.36,Q,<empty>,6,25.38%,31.93%,,

28 APR 23  (30)  100 (Weeklys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,6,1,19.15%,30.71%,23.98,X,24.39,X,28 APR 23,376,2.60,I,2.63,Q,230,734,22.78%,39.44%,,
,,1,5,19.12%,32.98%,23.14,X,23.54,X,28 APR 23,377,2.76,W,2.78,N,181,"2,333",22.64%,41.41%,,
,,<empty>,16,19.12%,35.42%,22.32,X,22.70,X,28 APR 23,378,2.93,P,2.95,P,126,938,22.51%,43.49%,,
,,<empty>,5,19.10%,37.93%,21.50,X,21.88,X,28 APR 23,379,3.10,I,3.13,Q,"3,265","1,045",22.37%,45.62%,,
,,21,382,19.06%,40.48%,20.69,X,21.06,X,28 APR 23,380,3.29,P,3.31,P,"1,095","6,335",22.23%,47.84%,,
,,1,111,19.02%,43.13%,19.89,X,20.25,X,28 APR 23,381,3.48,Q,3.50,N,41,"1,282",22.07%,50.11%,,
,,3,331,18.95%,45.82%,19.10,X,19.44,X,28 APR 23,382,3.68,I,3.71,P,132,"1,159",21.93%,52.49%,,
,,1,40,18.88%,48.64%,18.32,X,18.65,X,28 APR 23,383,3.90,N,3.92,P,28,653,21.79%,54.95%,,
,,4,301,18.81%,51.54%,17.55,X,17.87,X,28 APR 23,384,4.12,P,4.15,P,98,526,21.65%,57.49%,,
,,13,"1,161",18.72%,54.49%,16.78,X,17.10,X,28 APR 23,385,4.36,Z,4.38,P,"4,616","4,534",21.50%,60.11%,,
,,<empty>,"1,217",18.63%,57.56%,16.03,X,16.34,X,28 APR 23,386,4.60,P,4.63,P,965,"1,629",21.35%,62.80%,,
,,5,"1,456",18.52%,60.71%,15.29,X,15.59,X,28 APR 23,387,4.86,N,4.89,Q,95,931,21.20%,65.59%,,
,,3,"1,147",18.48%,62.33%,14.93,X,15.22,X,28 APR 23,387.5,4.99,P,5.02,P,83,"1,625",21.12%,67.00%,,
,,2,"1,219",18.41%,63.94%,14.56,X,14.85,X,28 APR 23,388,5.13,Z,5.15,N,48,"1,215",21.04%,68.44%,,
,,11,710,18.31%,67.31%,13.85,X,14.13,X,28 APR 23,389,5.41,Z,5.44,Q,238,"1,673",20.89%,71.39%,,
,,87,"1,791",18.18%,70.74%,13.14,X,13.42,X,28 APR 23,390,5.70,Z,5.73,P,"1,725","3,608",20.72%,74.41%,,
,,207,"1,385",18.06%,74.27%,12.57,P,12.60,N,28 APR 23,391,6.01,Z,6.04,P,250,"1,032",20.57%,77.52%,,
,,184,"1,185",17.92%,77.90%,11.89,P,11.92,N,28 APR 23,392,6.33,P,6.36,P,330,986,20.40%,80.71%,,
,,554,"2,069",17.84%,79.73%,11.55,Q,11.58,N,28 APR 23,392.5,6.50,Z,6.53,Q,215,"1,148",20.33%,82.34%,,
,,294,"1,329",17.78%,81.61%,11.22,P,11.25,N,28 APR 23,393,6.67,Z,6.70,Q,582,"1,570",20.25%,83.99%,,
,,356,849,17.64%,85.44%,10.57,P,10.60,N,28 APR 23,394,7.02,P,7.05,P,356,"2,103",20.09%,87.33%,,
,,733,"1,097",17.50%,89.37%,9.94,P,9.97,Z,28 APR 23,395,7.39,P,7.42,P,"2,088","3,186",19.93%,90.76%,,
,,"1,484","1,065",17.35%,93.38%,9.32,P,9.35,N,28 APR 23,396,7.78,Z,7.81,P,627,"1,545",19.78%,94.26%,,
,,562,859,17.20%,97.49%,8.72,Q,8.75,N,28 APR 23,397,8.18,Q,8.22,Q,686,"1,607",19.63%,97.83%,,
,,210,731,17.13%,99.58%,8.43,P,8.46,Z,28 APR 23,397.5,8.40,Z,8.43,P,69,728,19.56%,99.64%,,
,,117,"1,311",17.05%,98.43%,8.14,P,8.17,N,28 APR 23,398,8.61,P,8.64,P,186,"1,452",19.48%,98.61%,,
,,438,"1,000",16.90%,94.48%,7.58,P,7.61,N,28 APR 23,399,9.06,Z,9.09,P,10,"1,313",19.35%,95.12%,,
,,607,"2,182",16.74%,90.47%,7.04,P,7.06,N,28 APR 23,400,9.52,P,9.56,P,"1,197","2,126",19.21%,91.59%,,
,,260,629,16.59%,86.42%,6.52,N,6.54,N,28 APR 23,401,10.01,Q,10.05,Q,89,643,19.09%,88.04%,,
,,130,911,16.42%,82.32%,6.01,P,6.04,N,28 APR 23,402,10.52,Q,10.56,P,80,346,18.97%,84.49%,,
,,59,530,16.35%,80.27%,5.77,P,5.80,N,28 APR 23,402.5,10.79,Z,10.82,P,70,582,18.92%,82.71%,,
,,18,"1,060",16.27%,78.21%,5.53,I,5.56,N,28 APR 23,403,11.06,Z,11.09,P,76,460,18.86%,80.93%,,
,,53,870,16.12%,74.09%,5.08,P,5.10,N,28 APR 23,404,11.48,X,11.79,X,4,381,18.77%,77.40%,,
,,525,"2,201",15.97%,69.97%,4.64,Q,4.67,Z,28 APR 23,405,12.06,X,12.38,X,918,467,18.69%,73.90%,,
,,41,932,15.81%,65.85%,4.23,P,4.25,N,28 APR 23,406,12.66,X,13.00,X,4,366,18.62%,70.45%,,
,,80,"1,223",15.65%,61.77%,3.84,P,3.86,N,28 APR 23,407,13.28,X,13.64,X,7,141,18.56%,67.05%,,
,,135,"1,370",15.58%,59.75%,3.65,I,3.68,W,28 APR 23,407.5,13.60,X,13.97,X,<empty>,30,18.54%,65.38%,,
,,265,898,15.51%,57.75%,3.47,P,3.50,Z,28 APR 23,408,13.93,X,14.31,X,1,109,18.53%,63.74%,,
,,205,"1,081",15.35%,53.78%,3.13,P,3.15,N,28 APR 23,409,14.61,X,15.00,X,12,43,18.51%,60.53%,,
,,840,"2,196",15.21%,49.90%,2.81,P,2.83,N,28 APR 23,410,15.31,X,15.73,X,27,110,18.52%,57.46%,,
,,203,"2,243",15.06%,46.09%,2.51,Q,2.53,N,28 APR 23,411,16.04,X,16.47,X,<empty>,17,18.55%,54.49%,,
,,74,"1,051",14.94%,42.46%,2.24,P,2.26,P,28 APR 23,412,16.79,X,17.25,X,<empty>,6,18.61%,51.70%,,
,,182,"3,261",14.81%,38.95%,1.99,P,2.01,P,28 APR 23,413,17.57,X,18.05,X,<empty>,8,18.71%,49.07%,,
,,196,909,14.68%,35.57%,1.76,P,1.78,P,28 APR 23,414,18.38,X,18.88,X,<empty>,16,18.85%,46.65%,,
,,"4,500","6,077",14.57%,32.35%,1.55,D,1.57,N,28 APR 23,415,19.21,X,19.74,X,17,157,19.03%,44.43%,,
,,286,"1,465",14.48%,29.41%,1.37,P,1.39,W,28 APR 23,416,20.07,X,20.62,X,1,94,19.26%,42.42%,,
,,215,"1,659",14.38%,26.57%,1.20,Q,1.22,N,28 APR 23,417,20.95,X,21.53,X,<empty>,10,19.54%,40.63%,,
,,391,698,14.30%,23.93%,1.05,D,1.07,N,28 APR 23,418,21.86,X,22.46,X,<empty>,22,19.87%,39.06%,,
,,110,795,14.24%,21.54%,.92,D,.94,I,28 APR 23,419,22.79,X,23.41,X,2,4,20.26%,37.70%,,
,,"1,244","2,660",14.19%,19.34%,.81,Q,.82,N,28 APR 23,420,23.73,X,24.38,X,6,252,20.68%,36.50%,,

5 MAY 23  (37)  100 (Weeklys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,0,20.55%,39.11%,25.21,M,25.54,X,5 MAY 23,376,3.41,Z,3.44,N,45,75,23.04%,44.72%,,
,,1,0,20.49%,41.26%,24.40,M,24.72,X,5 MAY 23,377,3.59,Z,3.62,I,22,99,22.91%,46.64%,,
,,1,0,20.41%,43.42%,23.59,M,23.90,X,5 MAY 23,378,3.77,I,3.80,Z,24,213,22.76%,48.58%,,
,,<empty>,0,20.37%,45.75%,22.82,M,23.09,X,5 MAY 23,379,3.97,Z,4.00,Z,284,118,22.64%,50.64%,,
,,3,10,20.19%,47.84%,21.96,X,22.29,X,5 MAY 23,380,4.17,Z,4.20,I,944,972,22.49%,52.72%,,
,,<empty>,8,20.15%,50.32%,21.21,X,21.50,X,5 MAY 23,381,4.38,Z,4.41,Q,126,482,22.35%,54.87%,,
,,<empty>,0,20.05%,52.75%,20.43,X,20.72,X,5 MAY 23,382,4.60,Z,4.63,Q,150,185,22.21%,57.09%,,
,,2,0,19.95%,55.26%,19.67,X,19.94,X,5 MAY 23,383,4.83,Z,4.86,Z,81,735,22.07%,59.38%,,
,,1,5,19.81%,57.76%,18.88,X,19.18,X,5 MAY 23,384,5.07,Z,5.10,T,5,"1,331",21.93%,61.73%,,
,,<empty>,215,19.72%,60.43%,18.15,X,18.42,X,5 MAY 23,385,5.31,I,5.35,Q,191,"1,250",21.78%,64.12%,,
,,12,127,19.64%,63.22%,17.44,M,17.68,X,5 MAY 23,386,5.57,E,5.61,I,82,483,21.63%,66.60%,,
,,1,110,19.50%,65.96%,16.70,M,16.94,X,5 MAY 23,387,5.84,E,5.88,I,179,563,21.49%,69.14%,,
,,1,223,19.43%,67.37%,16.33,M,16.58,X,5 MAY 23,387.5,5.98,E,6.02,I,44,493,21.42%,70.44%,,
,,2,142,19.36%,68.78%,15.96,M,16.22,X,5 MAY 23,388,6.12,E,6.16,I,27,360,21.34%,71.75%,,
,,<empty>,164,19.25%,71.75%,15.27,M,15.51,X,5 MAY 23,389,6.41,E,6.45,I,27,427,21.18%,74.41%,,
,,203,141,19.05%,74.65%,14.64,T,14.68,T,5 MAY 23,390,6.72,Z,6.75,Z,640,640,21.04%,77.15%,,
,,766,930,18.92%,77.75%,13.95,I,14.00,Z,5 MAY 23,391,7.03,E,7.07,Z,216,540,20.88%,79.95%,,
,,389,557,18.77%,80.91%,13.28,T,13.32,T,5 MAY 23,392,7.36,Z,7.40,Z,131,445,20.73%,82.82%,,
,,415,"1,010",18.71%,82.52%,12.95,T,12.99,Z,5 MAY 23,392.5,7.53,Z,7.57,Z,278,536,20.66%,84.28%,,
,,394,705,18.63%,84.15%,12.62,T,12.66,T,5 MAY 23,393,7.70,E,7.74,Z,465,535,20.58%,85.75%,,
,,232,410,18.50%,87.46%,11.97,I,12.02,Z,5 MAY 23,394,8.06,Z,8.10,I,546,506,20.43%,88.75%,,
,,445,639,18.35%,90.85%,11.34,E,11.38,Q,5 MAY 23,395,8.43,Z,8.47,Z,"1,913","2,320",20.28%,91.80%,,
,,811,315,18.19%,94.31%,10.72,E,10.76,T,5 MAY 23,396,8.81,E,8.85,T,907,576,20.12%,94.91%,,
,,279,423,18.05%,97.85%,10.12,E,10.16,T,5 MAY 23,397,9.22,Z,9.26,Z,998,380,19.99%,98.08%,,
,,136,127,17.97%,99.64%,9.83,Z,9.86,T,5 MAY 23,397.5,9.42,E,9.47,E,434,370,19.91%,99.68%,,
,,260,878,17.89%,98.65%,9.53,E,9.57,Q,5 MAY 23,398,9.63,E,9.68,Z,885,"1,382",19.83%,98.77%,,
,,101,633,17.74%,95.25%,8.96,I,9.00,Z,5 MAY 23,399,10.07,E,10.11,T,71,888,19.69%,95.67%,,
,,304,412,17.60%,91.81%,8.41,Z,8.45,Z,5 MAY 23,400,10.52,E,10.57,Z,381,407,19.55%,92.55%,,
,,50,296,17.43%,88.32%,7.87,E,7.91,Q,5 MAY 23,401,11.00,Z,11.04,Z,234,753,19.43%,89.40%,,
,,207,184,17.28%,84.80%,7.35,E,7.39,Q,5 MAY 23,402,11.49,E,11.54,E,34,392,19.30%,86.24%,,
,,136,220,17.21%,83.04%,7.10,E,7.14,Z,5 MAY 23,402.5,11.74,Z,11.79,I,126,582,19.24%,84.66%,,
,,316,213,17.13%,81.26%,6.85,E,6.89,T,5 MAY 23,403,12.00,Z,12.05,I,227,505,19.18%,83.07%,,
,,402,135,16.98%,77.70%,6.37,E,6.41,I,5 MAY 23,404,12.54,Z,12.58,Z,522,378,19.07%,79.90%,,
,,102,392,16.82%,74.12%,5.91,Z,5.94,Q,5 MAY 23,405,12.97,X,13.27,X,491,269,18.97%,76.76%,,
,,129,642,16.67%,70.56%,5.47,Z,5.50,T,5 MAY 23,406,13.54,X,13.86,X,236,325,18.89%,73.63%,,
,,93,305,16.52%,66.99%,5.04,E,5.08,I,5 MAY 23,407,14.13,X,14.46,X,1,26,18.79%,70.52%,,
,,144,550,16.44%,65.21%,4.84,I,4.87,T,5 MAY 23,407.5,14.43,X,14.77,X,72,0,18.75%,68.98%,,
,,368,407,16.36%,63.43%,4.64,E,4.67,Z,5 MAY 23,408,14.74,X,15.09,X,84,2,18.72%,67.46%,,
,,301,456,16.22%,59.92%,4.26,I,4.29,T,5 MAY 23,409,15.38,X,15.74,X,<empty>,0,18.66%,64.46%,,
,,210,"1,375",16.07%,56.42%,3.89,I,3.93,Q,5 MAY 23,410,16.04,X,16.41,X,6,46,18.61%,61.52%,,
,,117,"1,010",15.93%,53.00%,3.56,I,3.58,T,5 MAY 23,411,16.72,X,17.11,X,<empty>,0,18.58%,58.66%,,
,,244,715,15.78%,49.61%,3.23,I,3.26,Z,5 MAY 23,412,17.43,X,17.84,X,1,1,18.58%,55.93%,,
,,28,390,15.72%,47.98%,3.08,I,3.11,Q,5 MAY 23,412.5,17.79,X,18.21,X,88,0,18.58%,54.59%,,
,,37,398,15.66%,46.36%,2.94,Q,2.96,Q,5 MAY 23,413,18.15,X,18.58,X,42,2,18.57%,53.24%,,
,,50,315,15.52%,43.13%,2.65,E,2.68,Q,5 MAY 23,414,18.91,X,19.35,X,<empty>,3,18.61%,50.74%,,
,,230,854,15.39%,40.03%,2.39,I,2.42,Q,5 MAY 23,415,19.68,X,20.15,X,17,14,18.67%,48.34%,,
,,97,197,15.27%,37.04%,2.15,I,2.18,I,5 MAY 23,416,20.48,X,20.97,X,2,1,18.76%,46.11%,,
,,108,222,15.16%,34.18%,1.93,I,1.96,I,5 MAY 23,417,21.30,X,21.82,X,1,1,18.89%,44.04%,,
,,19,189,15.06%,31.48%,1.73,W,1.76,I,5 MAY 23,418,22.15,X,22.68,X,<empty>,0,19.05%,42.12%,,
,,144,112,14.96%,28.88%,1.55,Q,1.57,I,5 MAY 23,419,23.02,X,23.58,X,<empty>,0,19.26%,40.42%,,

19 MAY 23  (51)  100
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,"1,185",21.51%,42.41%,29.53,M,29.81,X,19 MAY 23,373,4.03,T,4.05,N,683,"12,219",22.98%,45.64%,,
,,<empty>,955,21.41%,44.15%,28.71,M,28.99,X,19 MAY 23,374,4.20,I,4.23,N,670,"5,515",22.85%,47.27%,,
,,45,"1,897",21.27%,45.84%,27.87,M,28.17,X,19 MAY 23,375,4.38,I,4.41,N,"3,752","42,794",22.71%,48.95%,,
,,<empty>,"1,675",21.19%,47.74%,27.09,M,27.36,X,19 MAY 23,376,4.57,I,4.60,N,"1,357","6,600",22.58%,50.68%,,
,,<empty>,973,21.00%,49.42%,26.21,X,26.56,X,19 MAY 23,377,4.77,I,4.80,N,"18,086","24,581",22.46%,52.48%,,
,,<empty>,"2,011",20.91%,51.39%,25.44,M,25.76,X,19 MAY 23,378,4.98,N,5.01,I,"1,736","5,038",22.35%,54.33%,,
,,<empty>,"2,145",20.83%,53.43%,24.68,X,24.97,X,19 MAY 23,379,5.19,T,5.22,P,"1,110","37,995",22.21%,56.19%,,
,,29,"8,245",20.72%,55.47%,23.91,X,24.19,X,19 MAY 23,380,5.41,T,5.44,P,"5,984","40,790",22.08%,58.12%,,
,,1,"2,985",20.60%,57.54%,23.14,X,23.41,X,19 MAY 23,381,5.63,P,5.66,N,256,"7,065",21.93%,60.06%,,
,,<empty>,"2,272",20.49%,59.68%,22.38,X,22.65,X,19 MAY 23,382,5.87,N,5.90,N,611,"12,422",21.81%,62.09%,,
,,1,"2,802",20.34%,61.81%,21.60,X,21.89,X,19 MAY 23,383,6.11,T,6.14,N,658,"17,247",21.67%,64.15%,,
,,2,"13,579",20.24%,64.09%,20.88,X,21.14,X,19 MAY 23,384,6.36,P,6.40,P,376,"9,773",21.54%,66.27%,,
,,122,"17,517",20.10%,66.35%,20.14,X,20.39,X,19 MAY 23,385,6.62,Q,6.66,P,"4,982","52,259",21.40%,68.44%,,
,,41,"12,093",19.97%,68.70%,19.41,X,19.66,X,19 MAY 23,386,6.89,P,6.93,P,"1,209","4,146",21.26%,70.65%,,
,,<empty>,"10,724",19.83%,71.07%,18.67,X,18.94,X,19 MAY 23,387,7.17,P,7.21,P,431,"15,332",21.12%,72.92%,,
,,23,"10,981",19.69%,73.52%,17.96,X,18.22,X,19 MAY 23,388,7.46,P,7.49,N,586,"15,672",20.97%,75.22%,,
,,342,"8,183",19.56%,76.04%,17.26,X,17.52,X,19 MAY 23,389,7.76,P,7.79,N,"1,184","10,888",20.83%,77.59%,,
,,"2,151","20,433",19.42%,78.61%,16.68,T,16.72,T,19 MAY 23,390,8.07,P,8.10,N,"4,818","44,233",20.69%,80.01%,,
,,931,"7,619",19.29%,81.24%,16.00,T,16.04,T,19 MAY 23,391,8.39,Z,8.43,P,"1,001","10,083",20.56%,82.48%,,
,,735,"5,290",19.15%,83.92%,15.33,T,15.37,T,19 MAY 23,392,8.72,Z,8.76,P,"1,173","11,240",20.41%,85.00%,,
,,813,"6,145",19.01%,86.66%,14.67,T,14.71,P,19 MAY 23,393,9.06,P,9.10,N,"3,814","14,633",20.27%,87.57%,,
,,732,"3,056",18.87%,89.46%,14.03,T,14.06,T,19 MAY 23,394,9.42,P,9.46,P,"1,237","6,194",20.13%,90.19%,,
,,"9,161","14,596",18.72%,92.31%,13.39,N,13.42,N,19 MAY 23,395,9.79,Z,9.83,P,"8,759","26,390",19.99%,92.86%,,
,,962,"4,946",18.58%,95.23%,12.77,N,12.80,N,19 MAY 23,396,10.17,Z,10.21,P,"1,140","7,980",19.85%,95.57%,,
