Stock quote and option quote for DIA on 3/28/23 22:21:44

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
323.81,P,-.50,325.00, ,325.28, ,800 x 800,"2,536,520",323.99,325.65,322.84

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,3.18%,73.76,.8581,M,3/17/23,354.8783,286.62,"82,140,000",.939

31 MAR 23  (2)  100 (Quarterlys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,5,21.86%,44.44%,23.30,T,24.05,T,19 MAY 23,305,3.00,T,3.10,B,45,"1,046",21.73%,44.15%,,
,,10,97,20.84%,54.99%,19.15,T,20.00,T,19 MAY 23,310,3.80,J,3.95,B,65,"1,362",20.61%,54.53%,,
,,<empty>,213,19.72%,67.53%,15.40,T,15.95,T,19 MAY 23,315,4.90,T,5.00,T,498,"1,329",19.53%,67.21%,,
,,76,111,18.55%,82.46%,11.80,T,12.30,T,19 MAY 23,320,6.30,W,6.40,T,104,"2,807",18.49%,82.40%,,
,,82,379,17.36%,100.00%,8.55,T,9.00,B,19 MAY 23,325,8.05,T,8.20,T,41,"4,194",17.45%,100.00%,,
,,48,445,16.21%,80.34%,5.75,T,6.20,T,19 MAY 23,330,10.10,T,10.60,B,18,595,16.39%,80.53%,,
,,20,382,15.18%,59.87%,3.60,T,3.90,N,19 MAY 23,335,12.60,T,14.70,B,<empty>,145,16.57%,62.79%,,
,,54,434,13.54%,38.16%,1.44,X,2.31,T,19 MAY 23,340,16.05,T,17.55,T,62,205,15.21%,43.36%,,
,,71,345,13.76%,25.32%,1.03,T,1.28,T,19 MAY 23,345,19.70,T,22.85,T,<empty>,151,16.37%,33.35%,,
,,73,632,13.44%,14.63%,.48,T,.70,T,19 MAY 23,350,24.50,T,27.90,T,<empty>,0,18.63%,28.90%,,
,,54,515,13.89%,9.34%,.26,T,.47,X,19 MAY 23,355,29.55,T,33.35,T,4,8,21.96%,28.05%,,
,,2,245,13.91%,5.22%,.11,T,.27,X,19 MAY 23,360,34.45,T,38.20,T,<empty>,1,23.84%,24.81%,,
,,6,226,15.41%,4.60%,.08,N,.29,C,19 MAY 23,365,39.05,T,43.35,T,4,0,25.60%,22.10%,,
,,<empty>,192,15.35%,2.52%,.02,T,.17,H,19 MAY 23,370,44.20,T,48.35,T,<empty>,0,28.13%,21.16%,,
,,<empty>,14,17.37%,2.85%,0,B,.25,T,19 MAY 23,375,49.50,T,53.35,T,<empty>,0,30.94%,20.83%,,
,,<empty>,1,18.64%,2.55%,0,B,.24,T,19 MAY 23,380,54.50,T,58.10,T,<empty>,0,32.54%,19.04%,,
,,<empty>,7,19.99%,2.38%,0,W,.24,T,19 MAY 23,385,59.05,T,63.35,T,<empty>,0,34.19%,17.61%,,
,,<empty>,9,21.06%,2.07%,0,W,.22,T,19 MAY 23,390,64.30,T,68.35,T,<empty>,0,36.85%,17.53%,,
,,<empty>,1,22.32%,1.94%,0,P,.22,T,19 MAY 23,395,69.50,T,73.05,T,<empty>,0,38.69%,16.64%,,
,,<empty>,14,23.83%,1.95%,0,A,.24,T,19 MAY 23,400,74.00,T,78.35,T,<empty>,0,40.26%,15.63%,,
,,<empty>,0,24.79%,1.73%,0,P,.22,T,19 MAY 23,405,79.00,T,83.35,T,<empty>,0,42.30%,15.18%,,
,,<empty>,239,25.99%,1.64%,0,P,.22,T,19 MAY 23,410,84.50,T,88.25,T,<empty>,0,45.28%,15.59%,,
,,<empty>,0,27.46%,1.66%,0,T,.24,T,19 MAY 23,415,89.00,T,93.35,T,<empty>,0,46.35%,14.44%,,
,,<empty>,0,28.47%,1.53%,0,J,.23,T,19 MAY 23,420,94.05,T,98.35,T,<empty>,0,48.48%,14.24%,,
,,<empty>,0,29.61%,1.46%,0,T,.23,T,19 MAY 23,425,99.00,T,103.35,T,<empty>,0,50.37%,13.89%,,

16 JUN 23  (79)  100
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,61,--,0.00%,137.80,T,141.90,T,16 JUN 23,185,.04,T,.08,D,<empty>,68,45.49%,1.01%,,
,,<empty>,12,--,0.00%,132.85,T,136.70,T,16 JUN 23,190,.05,T,.09,D,<empty>,51,44.21%,1.16%,,
,,<empty>,32,--,0.00%,128.05,T,131.80,T,16 JUN 23,195,.07,T,.10,N,<empty>,61,43.16%,1.39%,,
,,2,16,0.00%,0.00%,123.00,T,127.00,T,16 JUN 23,200,.12,Q,.13,D,<empty>,307,43.06%,1.92%,,
,,13,55,41.23%,2.01%,118.10,T,122.00,T,16 JUN 23,205,.11,T,.14,N,<empty>,102,41.09%,1.96%,,
,,<empty>,11,40.56%,2.51%,113.20,T,117.05,T,16 JUN 23,210,.13,T,.17,N,<empty>,"1,205",40.04%,2.32%,,
,,<empty>,0,42.29%,4.31%,108.25,T,112.40,T,16 JUN 23,215,.17,Z,.20,N,<empty>,83,39.14%,2.79%,,
,,<empty>,50,38.38%,3.43%,103.35,T,107.20,T,16 JUN 23,220,.20,X,.24,P,<empty>,91,38.07%,3.27%,,
,,<empty>,51,38.42%,4.66%,98.55,T,102.30,T,16 JUN 23,225,.25,X,.28,N,<empty>,433,37.08%,3.87%,,
,,<empty>,99,37.96%,5.84%,93.75,T,97.40,T,16 JUN 23,230,.30,W,.34,Z,<empty>,253,36.13%,4.60%,,
,,<empty>,54,35.63%,5.78%,88.70,Z,92.50,T,16 JUN 23,235,.36,W,.40,N,<empty>,291,35.09%,5.39%,,
,,<empty>,60,34.28%,6.50%,83.80,T,87.60,T,16 JUN 23,240,.44,Z,.48,N,101,298,34.17%,6.40%,,
,,<empty>,57,34.83%,9.13%,79.00,T,83.00,T,16 JUN 23,245,.53,W,.57,N,<empty>,80,33.19%,7.54%,,
,,<empty>,44,32.32%,8.99%,74.10,T,77.90,T,16 JUN 23,250,.63,I,.68,P,26,"8,743",32.19%,8.85%,,
,,<empty>,42,32.23%,11.63%,69.55,T,73.05,T,16 JUN 23,255,.76,Q,.80,B,2,228,31.20%,10.40%,,
,,1,47,30.79%,12.98%,64.50,T,68.40,T,16 JUN 23,260,.91,Q,.95,B,103,"1,062",30.21%,12.22%,,
,,<empty>,33,27.71%,12.17%,59.70,T,63.00,T,16 JUN 23,265,1.08,I,1.13,B,601,"3,075",29.21%,14.34%,,
,,<empty>,102,27.14%,15.12%,55.00,T,58.30,T,16 JUN 23,270,1.29,Z,1.33,B,16,"1,219",28.18%,16.79%,,
,,<empty>,88,26.28%,18.13%,50.25,T,53.65,T,16 JUN 23,275,1.54,P,1.58,B,5,922,27.18%,19.73%,,
,,<empty>,54,24.65%,20.25%,45.95,T,48.30,T,16 JUN 23,280,1.83,H,1.88,N,7,"1,097",26.17%,23.16%,,
,,<empty>,51,23.44%,23.66%,41.00,T,43.85,T,16 JUN 23,285,2.19,P,2.24,B,14,"2,256",25.17%,27.25%,,
,,<empty>,169,22.71%,28.88%,36.50,T,39.35,T,16 JUN 23,290,2.62,W,2.67,A,5,654,24.16%,32.06%,,
,,<empty>,85,23.66%,38.89%,33.25,T,35.05,T,16 JUN 23,295,3.15,P,3.20,N,2,682,23.17%,37.82%,,
,,<empty>,104,21.56%,43.21%,27.95,T,30.85,T,16 JUN 23,300,3.75,Q,3.85,N,36,"7,239",22.14%,44.52%,,
,,<empty>,"1,158",21.50%,53.22%,25.25,T,26.00,T,16 JUN 23,305,4.55,I,4.65,Q,6,"1,964",21.20%,52.61%,,
,,1,178,20.58%,62.67%,21.35,B,22.00,T,16 JUN 23,310,5.55,P,5.65,B,10,"3,545",20.31%,62.18%,,
,,1,387,19.74%,73.67%,17.60,B,18.35,B,16 JUN 23,315,6.70,I,6.85,B,58,"4,128",19.34%,73.11%,,
,,5,"3,271",18.58%,85.88%,14.00,B,14.70,T,16 JUN 23,320,8.20,H,8.30,B,140,"9,196",18.45%,85.77%,,
,,10,173,18.44%,97.16%,11.45,B,12.80,B,16 JUN 23,324,9.60,H,9.75,B,<empty>,124,17.77%,97.04%,,
,,22,"2,792",17.77%,100.00%,10.85,B,11.60,B,16 JUN 23,325,10.00,W,10.10,B,45,"2,211",17.58%,100.00%,,
,,<empty>,231,17.96%,97.07%,10.20,B,11.50,B,16 JUN 23,326,10.40,W,10.50,B,112,290,17.40%,96.99%,,
,,<empty>,70,17.79%,94.11%,9.50,B,11.05,B,16 JUN 23,327,9.90,X,11.85,M,136,206,17.24%,93.94%,,
,,<empty>,50,17.31%,90.97%,8.75,B,10.30,B,16 JUN 23,328,10.55,T,11.85,M,1,126,16.89%,90.77%,,
,,<empty>,34,16.71%,87.61%,8.35,B,9.10,B,16 JUN 23,329,10.55,T,12.95,A,<empty>,7,16.88%,87.72%,,
,,116,"3,001",16.59%,84.47%,7.95,T,8.50,T,16 JUN 23,330,11.25,T,13.05,A,2,"4,087",16.60%,84.47%,,
,,<empty>,12,17.03%,81.87%,7.05,B,9.10,B,16 JUN 23,331,11.65,T,13.20,B,<empty>,41,16.08%,80.91%,,
,,2,37,16.35%,78.16%,6.70,B,7.85,B,16 JUN 23,332,12.35,T,13.65,T,<empty>,16,16.03%,77.77%,,
,,33,27,16.15%,74.89%,6.20,B,7.35,B,16 JUN 23,333,12.85,T,14.30,B,<empty>,64,15.96%,74.63%,,
,,35,65,16.13%,71.89%,5.75,B,7.05,B,16 JUN 23,334,13.80,T,15.10,B,<empty>,13,16.38%,72.26%,,
,,8,"2,829",16.70%,69.88%,5.60,T,7.15,B,16 JUN 23,335,14.15,T,15.45,T,1,"2,164",15.85%,68.48%,,
,,<empty>,53,16.02%,65.87%,5.15,B,6.15,B,16 JUN 23,336,14.70,T,17.15,T,<empty>,50,16.67%,67.04%,,
,,<empty>,87,15.79%,62.57%,4.75,T,5.65,B,16 JUN 23,337,15.30,T,16.95,T,<empty>,1,15.81%,62.61%,,
,,2,157,15.93%,60.08%,4.35,T,5.60,B,16 JUN 23,338,15.85,T,18.30,T,<empty>,34,16.28%,60.80%,,
,,<empty>,20,13.90%,52.27%,2.74,B,4.50,B,16 JUN 23,339,16.60,T,19.10,T,<empty>,35,16.41%,58.40%,,
,,17,809,15.88%,54.57%,3.60,B,5.15,B,16 JUN 23,340,17.00,T,20.05,T,2,"1,845",16.32%,55.60%,,
,,<empty>,177,15.07%,49.91%,3.35,B,4.05,B,16 JUN 23,341,17.70,T,20.50,T,6,184,16.00%,52.30%,,
,,<empty>,6,14.74%,46.41%,3.10,T,3.50,T,16 JUN 23,342,18.55,T,21.40,T,<empty>,2,16.26%,50.42%,,
,,<empty>,57,14.31%,42.57%,1.74,B,4.00,B,16 JUN 23,343,19.35,T,22.05,T,<empty>,0,16.18%,47.81%,,
,,<empty>,28,13.14%,36.27%,1.39,B,2.92,T,16 JUN 23,344,20.10,T,22.80,T,<empty>,7,16.13%,45.31%,,
,,45,"1,679",12.92%,33.06%,1.14,B,2.64,H,16 JUN 23,345,20.95,T,23.65,T,<empty>,"1,092",16.26%,43.40%,,
,,1,19,13.73%,33.55%,1.00,B,3.10,B,16 JUN 23,346,21.90,T,24.35,T,20,10,16.33%,41.37%,,
,,1,1,13.75%,31.43%,.94,B,2.85,B,16 JUN 23,347,22.85,T,25.35,T,5,147,16.72%,40.30%,,
,,<empty>,3,13.99%,30.14%,.81,B,2.86,B,16 JUN 23,348,23.50,T,26.25,T,<empty>,21,16.62%,38.01%,,
,,1,17,13.94%,27.98%,.71,B,2.63,B,16 JUN 23,349,23.85,T,27.20,T,<empty>,0,16.17%,34.77%,,
,,28,"2,355",13.99%,26.22%,1.40,B,1.70,T,16 JUN 23,350,24.70,T,28.25,T,10,"1,306",16.45%,33.66%,,
,,<empty>,0,13.82%,23.88%,.62,B,2.12,B,16 JUN 23,351,25.65,T,29.30,T,<empty>,0,16.87%,32.97%,,
,,1,1,14.58%,24.57%,1.11,B,1.89,B,16 JUN 23,352,26.55,T,30.35,T,<empty>,0,17.21%,32.13%,,
,,<empty>,9,14.42%,22.43%,.97,B,1.69,B,16 JUN 23,353,27.60,T,31.00,T,<empty>,0,17.19%,30.38%,,
,,<empty>,1,14.41%,20.85%,.84,B,1.60,B,16 JUN 23,354,28.60,T,32.05,T,<empty>,0,17.66%,29.99%,,
,,64,"3,069",13.72%,17.30%,.81,B,1.05,T,16 JUN 23,355,29.50,T,33.10,T,13,21,17.98%,29.25%,,

30 JUN 23  (93)  100 (Quarterlys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,5,21.80%,40.35%,31.65,T,35.25,T,30 JUN 23,296,3.75,T,3.85,B,<empty>,14,22.48%,41.89%,,
,,<empty>,0,21.88%,42.24%,31.00,T,34.40,T,30 JUN 23,297,3.85,T,3.95,B,2,6,22.22%,43.02%,,
,,<empty>,0,21.53%,43.22%,30.20,T,33.35,Q,30 JUN 23,298,4.00,B,4.10,B,3,16,22.07%,44.43%,,
,,<empty>,6,21.07%,43.97%,29.10,T,32.50,B,30 JUN 23,299,4.15,B,4.25,B,<empty>,114,21.90%,45.85%,,
,,<empty>,43,22.18%,48.28%,29.45,T,31.65,Q,30 JUN 23,300,4.30,B,4.40,B,2,"2,162",21.72%,47.29%,,
,,<empty>,1,20.84%,47.22%,27.50,T,30.85,B,30 JUN 23,301,4.45,B,4.55,B,<empty>,81,21.52%,48.74%,,
,,<empty>,1,21.87%,51.38%,27.75,T,30.10,Q,30 JUN 23,302,4.60,B,4.75,B,<empty>,55,21.37%,50.33%,,
,,<empty>,0,21.47%,52.49%,26.80,T,29.20,B,30 JUN 23,303,4.80,P,4.90,B,<empty>,61,21.21%,51.94%,,
,,<empty>,9,21.56%,54.65%,26.20,B,28.45,B,30 JUN 23,304,4.95,B,5.05,N,<empty>,108,20.98%,53.45%,,
,,<empty>,9,21.05%,55.63%,25.60,B,27.10,T,30 JUN 23,305,5.15,Q,5.25,B,1,66,20.84%,55.20%,,
,,<empty>,1,21.53%,58.62%,25.10,T,26.70,T,30 JUN 23,306,5.30,B,5.45,B,<empty>,6,20.64%,56.87%,,
,,<empty>,1,21.33%,60.30%,24.20,T,26.00,T,30 JUN 23,307,5.50,B,5.65,B,3,31,20.47%,58.66%,,
,,<empty>,4,19.07%,58.00%,22.15,B,24.25,T,30 JUN 23,308,5.70,B,5.85,B,<empty>,29,20.29%,60.47%,,
,,<empty>,7,20.16%,62.44%,22.25,B,23.95,T,30 JUN 23,309,5.95,Q,6.05,Q,<empty>,58,20.14%,62.40%,,
,,2,118,20.60%,65.45%,22.05,B,23.30,T,30 JUN 23,310,6.15,B,6.30,Q,<empty>,211,19.97%,64.34%,,
,,<empty>,6,19.42%,65.67%,20.70,B,22.00,T,30 JUN 23,311,6.40,P,6.50,B,<empty>,26,19.79%,66.32%,,
,,22,470,19.91%,68.84%,20.55,T,21.40,T,30 JUN 23,312,6.60,B,6.75,B,<empty>,36,19.60%,68.33%,,
,,2,4,19.68%,70.82%,19.60,B,20.80,T,30 JUN 23,313,6.85,B,7.00,B,<empty>,40,19.43%,70.43%,,
,,<empty>,5,19.48%,72.91%,18.40,B,20.50,T,30 JUN 23,314,7.15,W,7.25,B,<empty>,63,19.29%,72.63%,,
,,<empty>,24,19.42%,75.26%,17.85,B,19.75,T,30 JUN 23,315,7.40,B,7.55,B,10,130,19.13%,74.86%,,
,,<empty>,10,17.95%,75.75%,16.35,B,18.25,T,30 JUN 23,316,7.65,B,7.80,Q,<empty>,79,18.92%,77.07%,,
,,2,15,18.90%,79.57%,16.40,B,18.15,T,30 JUN 23,317,7.95,B,8.10,Q,3,56,18.77%,79.42%,,
,,<empty>,8,18.96%,82.17%,15.95,B,17.50,T,30 JUN 23,318,8.25,B,8.40,B,<empty>,72,18.60%,81.80%,,
,,1,26,18.84%,84.60%,15.35,B,16.80,T,30 JUN 23,319,8.55,T,8.70,Q,10,77,18.42%,84.22%,,
,,1,175,18.82%,87.15%,14.90,B,16.10,T,30 JUN 23,320,8.90,B,9.05,B,3,984,18.30%,86.75%,,
,,<empty>,6,17.99%,89.20%,13.45,B,15.40,T,30 JUN 23,321,9.25,Q,9.35,N,4,164,18.12%,89.29%,,
,,1,474,18.40%,92.10%,13.55,B,14.75,T,30 JUN 23,322,9.60,Q,9.70,N,5,75,17.96%,91.89%,,
,,<empty>,10,17.74%,94.52%,12.25,B,14.15,B,30 JUN 23,323,9.95,P,10.10,B,2,151,17.82%,94.55%,,
,,<empty>,20,17.57%,97.23%,11.55,B,13.60,Z,30 JUN 23,324,10.30,W,10.45,W,5,111,17.62%,97.24%,,
,,2,44,17.77%,100.00%,11.55,B,12.85,B,30 JUN 23,325,10.70,B,10.85,B,2,329,17.48%,100.00%,,
,,<empty>,19,17.21%,97.20%,10.35,B,12.35,B,30 JUN 23,326,11.10,B,11.25,W,16,68,17.32%,97.21%,,
,,<empty>,6,17.71%,94.54%,10.40,B,12.00,B,30 JUN 23,327,11.25,T,11.70,T,2,79,16.98%,94.34%,,
,,<empty>,321,17.42%,91.72%,9.85,B,11.25,B,30 JUN 23,328,11.25,X,13.70,B,<empty>,104,17.70%,91.83%,,
,,<empty>,13,17.22%,88.87%,8.85,B,11.10,B,30 JUN 23,329,11.30,B,13.80,B,<empty>,58,16.97%,88.73%,,
,,<empty>,100,16.69%,85.75%,8.00,B,10.40,B,30 JUN 23,330,12.20,B,13.55,B,<empty>,815,16.60%,85.68%,,
,,<empty>,6,16.29%,82.59%,8.20,T,8.85,T,30 JUN 23,331,12.30,B,13.90,B,<empty>,45,16.06%,82.36%,,
,,<empty>,369,16.45%,79.94%,6.90,B,9.55,B,30 JUN 23,332,12.85,B,14.70,B,<empty>,60,16.18%,79.65%,,
,,<empty>,478,15.65%,76.16%,6.80,T,7.85,A,30 JUN 23,333,13.75,T,14.85,B,2,59,16.05%,76.68%,,
,,<empty>,32,16.56%,74.60%,6.60,B,8.45,B,30 JUN 23,334,14.35,T,15.35,B,<empty>,59,15.93%,73.72%,,
,,<empty>,114,16.22%,71.42%,6.35,T,7.55,Q,30 JUN 23,335,14.75,T,17.30,T,<empty>,"2,037",16.79%,72.28%,,
,,<empty>,53,16.34%,68.94%,5.60,B,7.75,B,30 JUN 23,336,15.45,T,17.75,B,<empty>,93,16.68%,69.49%,,
,,<empty>,135,15.74%,65.23%,5.50,B,6.45,Q,30 JUN 23,337,16.25,B,17.95,B,<empty>,71,16.41%,66.46%,,
,,3,3,15.94%,62.99%,4.70,B,6.85,B,30 JUN 23,338,16.90,B,18.90,T,<empty>,42,16.62%,64.28%,,
,,<empty>,3,15.14%,58.68%,4.75,B,5.25,T,30 JUN 23,339,17.00,T,19.80,T,<empty>,4,16.30%,61.15%,,
,,10,222,15.03%,55.81%,4.40,C,4.90,B,30 JUN 23,340,17.80,T,20.50,B,<empty>,771,16.37%,58.85%,,
,,<empty>,89,15.07%,53.37%,3.85,B,4.95,Q,30 JUN 23,341,18.60,T,20.85,T,<empty>,0,16.12%,55.88%,,
,,<empty>,10,14.32%,48.84%,2.06,B,5.40,B,30 JUN 23,342,18.55,T,22.25,T,<empty>,0,16.02%,53.25%,,
,,<empty>,0,15.41%,49.38%,3.40,B,4.75,B,30 JUN 23,343,19.30,T,22.80,T,<empty>,0,15.83%,50.47%,,
,,<empty>,0,13.93%,42.80%,1.69,B,4.45,B,30 JUN 23,344,20.00,T,23.70,T,<empty>,0,15.91%,48.38%,,
,,14,413,14.38%,41.86%,2.87,B,3.30,B,30 JUN 23,345,20.85,T,24.45,T,<empty>,152,15.96%,46.31%,,
,,<empty>,2,14.16%,38.94%,2.56,A,2.99,T,30 JUN 23,346,21.75,T,25.25,T,<empty>,0,16.10%,44.52%,,
,,1,4,13.60%,34.94%,1.92,B,2.74,T,30 JUN 23,347,22.50,T,26.00,T,2,0,16.00%,42.20%,,
,,<empty>,25,13.53%,32.62%,1.11,B,3.15,B,30 JUN 23,348,23.30,T,26.90,T,<empty>,0,16.10%,40.45%,,
,,<empty>,1,14.57%,33.99%,1.94,A,2.90,B,30 JUN 23,349,24.20,T,27.50,T,<empty>,0,15.95%,38.08%,,
,,2,923,12.92%,26.58%,.87,B,2.30,T,30 JUN 23,350,25.05,T,28.50,T,<empty>,324,16.18%,36.83%,,
,,<empty>,0,13.97%,28.31%,.96,B,2.75,T,30 JUN 23,351,25.90,T,29.50,T,<empty>,0,16.40%,35.62%,,
,,<empty>,0,13.64%,25.48%,.70,B,2.49,B,30 JUN 23,352,26.60,T,30.40,T,<empty>,0,16.29%,33.58%,,
,,<empty>,1,14.55%,26.71%,1.34,T,2.27,X,30 JUN 23,353,27.30,T,31.35,T,<empty>,0,16.22%,31.68%,,
,,<empty>,3,13.58%,22.01%,.55,B,2.12,X,30 JUN 23,354,28.30,T,32.35,T,<empty>,0,16.59%,31.08%,,
,,2,110,13.50%,20.28%,.46,B,1.95,M,30 JUN 23,355,29.45,T,33.35,T,<empty>,0,17.16%,31.05%,,

15 SEP 23  (170)  100
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,0,45.88%,9.14%,138.50,T,142.80,T,15 SEP 23,185,.13,T,.72,T,<empty>,0,39.84%,4.80%,,
,,<empty>,0,44.01%,9.26%,133.50,T,137.90,T,15 SEP 23,190,.18,T,.81,T,<empty>,0,39.05%,5.46%,,
,,<empty>,0,42.14%,9.35%,128.50,T,133.00,T,15 SEP 23,195,.35,T,.88,B,<empty>,0,38.70%,6.51%,,
,,<empty>,0,42.58%,11.58%,124.00,T,128.30,T,15 SEP 23,200,.30,T,.98,B,<empty>,101,37.27%,6.81%,,
,,<empty>,0,40.93%,11.95%,119.00,T,123.50,T,15 SEP 23,205,.37,T,1.09,T,<empty>,0,36.43%,7.63%,,
,,<empty>,0,40.62%,13.75%,114.50,T,118.70,T,15 SEP 23,210,.56,T,1.21,T,<empty>,6,36.00%,8.93%,,
,,<empty>,0,39.15%,14.39%,109.50,T,114.00,T,15 SEP 23,215,.68,T,1.35,B,<empty>,23,35.23%,10.03%,,
,,<empty>,0,38.12%,15.59%,105.00,T,109.00,T,15 SEP 23,220,.79,T,1.49,B,<empty>,4,34.35%,11.11%,,
,,<empty>,0,37.02%,16.79%,100.00,T,104.50,T,15 SEP 23,225,1.02,T,1.65,B,<empty>,"1,592",33.76%,12.65%,,
,,<empty>,0,36.24%,18.52%,95.50,T,99.70,T,15 SEP 23,230,1.17,T,1.86,B,<empty>,"3,605",32.98%,14.11%,,
,,<empty>,0,34.67%,19.25%,90.50,T,95.00,T,15 SEP 23,235,1.32,T,1.76,B,<empty>,23,31.43%,14.63%,,
,,<empty>,4,33.50%,20.65%,86.00,T,90.05,T,15 SEP 23,240,1.39,B,1.89,B,576,62,30.21%,15.66%,,
,,<empty>,1,31.99%,21.60%,81.00,T,85.40,T,15 SEP 23,245,1.37,T,2.30,B,<empty>,6,29.33%,17.34%,,
,,<empty>,0,31.21%,23.86%,76.50,T,80.75,T,15 SEP 23,250,1.92,T,2.44,B,70,37,28.89%,19.95%,,
,,<empty>,0,30.26%,26.05%,72.00,T,76.05,T,15 SEP 23,255,1.84,T,2.68,B,<empty>,17,27.48%,21.08%,,
,,<empty>,0,29.67%,29.10%,67.50,T,71.70,T,15 SEP 23,260,2.07,B,3.00,B,<empty>,22,26.63%,23.41%,,
,,<empty>,0,28.15%,30.68%,63.00,T,66.65,T,15 SEP 23,265,2.78,B,3.30,B,<empty>,837,26.28%,27.03%,,
,,<empty>,0,26.77%,32.73%,58.00,T,62.25,T,15 SEP 23,270,3.25,T,3.70,B,<empty>,576,25.59%,30.33%,,
,,<empty>,5,26.23%,36.76%,54.00,T,57.70,T,15 SEP 23,275,2.90,B,4.15,B,<empty>,105,23.94%,31.90%,,
,,<empty>,7,25.73%,41.24%,49.50,T,53.85,T,15 SEP 23,280,4.20,T,4.65,B,1,121,24.01%,37.61%,,
,,<empty>,0,24.29%,44.21%,45.00,T,49.10,T,15 SEP 23,285,4.50,B,5.50,B,<empty>,47,23.22%,41.91%,,
,,9,2,23.74%,49.47%,41.00,T,45.00,T,15 SEP 23,290,4.80,B,6.60,B,<empty>,53,22.51%,46.90%,,
,,<empty>,0,22.45%,53.76%,36.60,T,40.55,T,15 SEP 23,295,5.65,B,7.45,B,<empty>,44,21.89%,52.60%,,
,,<empty>,7,22.57%,61.31%,33.75,T,36.65,T,15 SEP 23,300,7.00,T,8.05,B,17,66,21.27%,58.90%,,
,,<empty>,58,21.47%,67.18%,29.95,T,32.25,T,15 SEP 23,305,7.30,B,10.20,B,6,171,20.81%,66.09%,,
,,<empty>,62,20.96%,74.64%,26.30,T,28.85,T,15 SEP 23,310,9.15,T,10.10,B,<empty>,716,19.69%,72.87%,,
,,1,24,19.99%,82.18%,22.75,T,24.95,T,15 SEP 23,315,9.80,B,12.00,B,21,125,18.89%,81.03%,,
,,<empty>,"1,181",19.20%,90.70%,19.45,T,21.40,T,15 SEP 23,320,11.65,B,12.80,B,6,455,17.93%,89.95%,,
,,<empty>,3,18.82%,98.11%,17.20,T,18.90,B,15 SEP 23,324,12.70,B,15.05,B,<empty>,34,17.68%,97.96%,,
,,<empty>,28,18.67%,100.00%,16.45,T,18.40,B,15 SEP 23,325,13.90,Q,15.80,B,<empty>,212,18.24%,100.00%,,
,,<empty>,11,18.16%,98.02%,15.80,T,17.20,T,15 SEP 23,326,13.85,B,15.45,B,<empty>,3,17.43%,97.95%,,
,,<empty>,0,18.10%,96.03%,15.45,T,16.50,T,15 SEP 23,327,14.00,B,16.05,B,<empty>,13,17.27%,95.87%,,
,,5,22,17.80%,93.98%,14.80,X,15.70,X,15 SEP 23,328,14.25,B,16.60,B,<empty>,"1,500",17.12%,93.77%,,
,,<empty>,"1,500",17.80%,91.99%,14.30,T,15.30,T,15 SEP 23,329,14.70,B,16.95,B,4,78,16.97%,91.65%,,
,,<empty>,50,17.57%,89.89%,13.60,T,14.70,T,15 SEP 23,330,15.15,B,17.50,B,5,115,16.92%,89.56%,,
,,<empty>,7,17.41%,87.81%,13.05,T,14.10,T,15 SEP 23,331,15.80,B,18.15,B,<empty>,1,17.03%,87.58%,,
,,<empty>,30,17.26%,85.72%,12.60,T,13.45,T,15 SEP 23,332,16.00,B,18.55,B,<empty>,2,16.72%,85.32%,,
,,<empty>,27,17.20%,83.67%,12.10,T,13.00,B,15 SEP 23,333,16.55,B,19.20,B,<empty>,6,16.75%,83.30%,,
,,<empty>,0,17.00%,81.51%,11.50,T,12.45,T,15 SEP 23,334,17.20,B,19.15,B,<empty>,0,16.42%,80.95%,,
,,<empty>,72,16.79%,79.31%,10.85,T,11.95,T,15 SEP 23,335,18.00,T,19.50,B,1,195,16.39%,78.87%,,
,,<empty>,30,16.77%,77.30%,10.55,T,11.45,T,15 SEP 23,336,18.00,T,20.50,B,<empty>,26,16.26%,76.69%,,
,,<empty>,21,16.66%,75.19%,10.10,T,10.95,T,15 SEP 23,337,18.40,T,21.10,B,<empty>,11,16.11%,74.48%,,
,,<empty>,3,16.50%,73.02%,9.55,T,10.50,T,15 SEP 23,338,19.20,B,20.85,M,<empty>,5,15.68%,71.83%,,
,,<empty>,1,16.51%,71.08%,9.30,T,10.05,T,15 SEP 23,339,19.60,B,22.35,B,<empty>,1,16.05%,70.38%,,
